2854	m	love	10	10	5	5	I ' m gon na love you like I ' m indestructible .
713054	stuff	loved	17	17	15	15	In 2006 , a-ha ' s Pal Waaktaar complimented Barry ' s contributions `` I loved the stuff he added to the track , I mean it gave it this really cool string arrangement .
716439	interest	love	22	22	21	21	In 2006 , Banks appeared in the American football drama film Invincible , in which she played Mark Wahlberg ' s love interest .
716528	interest	love	47	47	46	46	In 2006 , Basa was cast as a regular cast member of Abt Ur Luv -LRB- a youth-oriented drama series that will span the entire second season of Star Magic Presents -RRB- , where he was cast as fellow Star Magic talent Carla Humphries ' s love interest .
720748	interest	love	18	18	17	17	In 2006 , Emma landed a recurring role as Rita Brannigan on Emmerdale as Paddy ' s love interest .
722221	Hjerteflimmer	love	13	13	11	11	In 2006 Geo part of the panel Sara Bro ' s love program Hjerteflimmer , and he debuted the same year as a stage actor at the Bellevue Teatret together with Jacob Tingleff , Omar Marzouk , Michael Sch o tt and Tobias Dybvad in the comedy show Ordet Er Mit .
732047	interest	love	20	20	19	19	In 2005 , he made his major motion picture d e but playing Choco , Domino Harvey ' s love interest in the film Domino directed by Tony Scott .
736094	Company	Loves	15	15	14	14	In 2005 he won five Grammys for his work on Ray Charles ' Genius Loves Company including Album of the Year , setting the record most Grammys won by an engineer or mixer in one night .
804436	song	loved	49	49	47	47	In 1996 , Dolly Parton included a bluegrass version of `` Walking on Sunshine '' on her album of covers , Treasures , stating in interviews to promote the album , as well as her CBS TV special to promote the album , that she had long loved the song .
865831	interest	love	11	11	10	10	In 1995 , she appeared as John Hannah ' s love interest , Joanna Sparks , on the BBC-TV crime series , McCallum .
866231	interest	love	28	28	27	27	In 1995 , she played Antonia Marchette , a recurring character in the series Beverly Hills , 90210 , and Luke Perry ' s character ' s love interest .
874201	rock	loves	16	16	15	15	In 1990 she acted in the play Mam a ama el rock -LRB- `` Mom loves rock '' -RRB- with her daughter and Ricky Martin .
899414	Company	Loves	17	17	16	16	In 2004 , Morrison was one of the guests on Ray Charles ' album , Genius Loves Company , featuring the two artists performing Morrison ' s `` Crazy Love '' .
939257	interest	love	20	20	19	19	In 2002 she had a part in the film version of Scooby-Doo as Mary Jane , Shaggy ' s love interest who is allergic to dogs .
949044	Book	Loved	24	24	23	23	In 2003 , Sanjeev Bhaskar hosted a BBC show nominating The Hitchhiker ' s Guide to the Galaxy as Britain ' s Best Loved Book .
958928	interest	love	23	23	22	22	In 2003 , he guest starred in four episodes on the HBO series Sex and the City playing Cynthia Nixon ' s love interest .
969955	Company	Loves	11	11	10	10	In 2004 , the Koch distributed Ray Charles ' Genius Loves Company achieved Platinum sales by the end of the year , the album was approaching Double Platinum status .
1014423	interest	love	21	21	20	20	In 1993 , she starred in the romantic comedy Three of Hearts as Kelly Lynch and William Baldwin ' s love interest .
1019516	interest	love	36	36	35	35	In 1993 , white actor Ted Danson ignited a firestorm of controversy when he appeared at a New York Friars ' Club roast in blackface , delivering a risqu e shtick written by his then love interest , African-American comedian Whoopi Goldberg .
1032656	cellulite	love	22	22	20	20	In 1988 , they released their second and last album C o mo me pone tu celulitis -LRB- How I love your cellulite -RRB- .
1049261	interest	love	16	16	15	15	In 1992 and 1993 , she appeared as Christian Slater ' s character ' s love interest in Kuffs and as one of the teenagers in the comedy coming-of-age film Dazed and Confused , before her breakthrough alongside Bruce Willis and Gary Oldman in the 1997 Luc Besson science-fiction film The Fifth Element .
1059095	area	loved	10	10	8	8	In 1980 , they arrived in Norwich , loved the area , and decided to never leave .
1112480	LOTR	LOVE	4	4	3	3	Incidentally , I LOVE LOTR , however would count it in the same category as Star Wars .
1112481	sig	love	6	6	3	3	Incidentally , I love the new sig .
1133124	person	loved	28	28	32	32	In contrast , his series of five `` Keeoma '' paintings and related images show a sensual native woman , with accompanying legends that Keeoma was a real person that Russell had loved .
1133779	Priya	loves	17	17	14	14	In contrast is Karthik -LRB- Surya -RRB- , a violent college student , who loves his classmate Priya -LRB- Jyothika -RRB- .
1138817	film	loved	12	12	10	10	In contrast , The Washington Post ' s Rita Kempley loved the film , calling it `` a heart-stopping , breathtakingly sumptuous haunted house of a movie that takes off where Dracula and Dante left off and CPR began .
1140320	classmate	loves	19	19	17	17	In contrast to him is Karthik -LRB- also Dileep -RRB- , a violent college student , who loves his classmate Priya -LRB- Manya -RRB- .
1140422	music	loved	25	25	22	22	In contrast to his father Shigemori , who was a brave warrior , Koremori grew up to be a young nobleman who loved poetry and music .
1143063	Somebody	Loves	39	39	38	38	In contrast to the chart performance of his recent LP ' s , The Hit Sound of Dean Martin marked a waning in his chart popularity as it only became his first LP since 1964 ' s Everybody Loves Somebody not to go gold .
1150871	Break	love	14	14	12	12	INCREDIBLY reluctant delete I have only been there twice , but I love The Break .
1166863	everyone	loves	22	22	21	21	Includes in the list of `` conservative catchphrases '' statements such as `` Make the rich richer '' and `` Jesus loves everyone , except if your -LRB- sic -RRB- gay , or black '' .
1182778	cock	loves	10	10	8	8	In Cambodia the word lessne is synonymous with loves the cock .
1189328	triangle	love	33	33	32	32	In Caroline ' s later novel Agnes von Lilien , two women both pursue a relationship with a young baron , and critics have debated whether to understand the novel ' s love triangle as a reflection of Caroline , Charlotte , and Schiller -LRB- more recent critics are less inclined to do so -RRB- .
1191843	someone	loves	15	15	14	14	In case of lower class , it is easy to tell if someone actually loves someone else or not .
1213035	mother	loved	23	23	19	19	In Chapter 33 -LRB- `` The Prince ' s Tale '' -RRB- Snape ' s memories reveal that he loved Harry ' s mother , Lily Evans , but their friendship ended over his association with future Death Eaters and his `` blood purity '' beliefs .
1217427	tennis	loves	8	8	6	6	In China , a country that loves table tennis , he is the best-known Swede and a well-known sports personality .
1220074	theme	love	16	16	15	15	In Chiquititas 2000 -LRB- Season Six -RRB- , it became Felipe and Camila ' s love theme , which they once again sang in the Chiquititas feature film .
1224228	job	loves	9	9	7	7	In brief I ' d say he loves his job and loves a challenge , is laid back but a bit of a rule-bender and slightly mischievous when it comes to trying to help the patients against hospital policy and hierarchy .
1224228	challenge	loves	13	13	11	11	In brief I ' d say he loves his job and loves a challenge , is laid back but a bit of a rule-bender and slightly mischievous when it comes to trying to help the patients against hospital policy and hierarchy .
1225657	idea	love	15	15	13	13	In Britain ' s Best Sitcom , Stephen Fry comments that `` we love the idea of the coherence and articulacy of Sir Humphrey .
1228779	snow	love	7	7	5	5	In Buffalo , they do love their snow .
1232309	goodness	love	22	22	21	21	In book six of this prophet , it is said that we are required to `` do right , and to love goodness , and to walk humbly with your God .
1239791	Dream	loves	51	51	50	50	In both `` The Heart Of A Star '' and `` Brief Lives '' , characters comment on Destiny ' s blindness and , in both stories , it is shown that there are questions Destiny can not answer -LRB- in the former , he can not tell if Killalla loves Dream and , in the latter , he is unable to tell why Delight changed to Delirium -RRB- .
1240153	interest	love	10	10	9	9	In both these episodes she was Geordi ' s love interest .
1244522	group	love	19	19	16	16	In a widely shared post , blogger Patrick Gray wrote that private security firms `` secretly love '' the group for the way in which it publicizes cyber security threats .
1251550	interest	love	20	20	19	19	In August 2009 , Moyer announced his engagement to actress Anna Paquin , who plays his character ' s love interest in the HBO series True Blood .
1263425	theater	loved	7	7	5	5	In Berkeley , `` Adelman loved the theater and participated actively in the Center for Theater Arts , on whose advisory board she served from 1996 to 1997 .
1263428	interest	love	24	24	23	23	In Berkeley Breathed ' s daily comic strip Bloom County , Kirkpatrick becomes former Meadow Party Presidential candidate Bill the Cat ' s love interest before he is exposed as using that relationship to perform espionage for the Soviet Union .
1265459	whisky	loves	20	20	17	17	In between shoots Zelman spends time with his daughter Alex Smith who lives in Maine , he loves good Scotch whisky , camping and travels as often as possible .
1270607	poetry	love	34	34	33	33	In Book 10 , `` Jinx '' , Lady Sarah is badly burned in a fire , but Daniel Cheshire remains steadfast and ever loyal to her , bringing trinkets , gifts and love poetry .
1271644	husband	loves	19	19	23	23	In Antony and Cleopatra by Colleen McCullough , Livia is portrayed as a cunning and effective advisor to her husband , whom she loves passionately .
1276244	music	love	8	8	6	6	In any case , I do love the music .
1281526	water	loves	24	24	23	23	In any case , the modern PWD , whether employed on a boat or kept as a pet or a working dog , loves water , attention , and prefers to be engaged in activity within sight of a human partner .
1288780	interest	love	11	11	10	10	In a parallel plot Betty Prail , Pitkin ' s love interest , is raped , abused , and sold into prostitution .
1290933	leader	loved	11	11	18	18	In apocryphal texts , she is portrayed as a visionary and leader of the early movement whom Jesus loved more than he loved the other disciples .
1297369	cheongsam	loved	12	12	9	9	In a 1962 interview , Kwan said she `` loved '' the cheongsam , calling it a `` national costume '' .
1300367	sport	loved	26	26	25	25	In a 2003 interview with The Observer , Whitbread said , `` It was a nightmare of a childhood and it was only because I loved sport so much that I got through it and met my true mother .
1303066	ORU	love	15	15	14	14	In a prepared email statement released by the university he said , `` I love ORU with all my heart .
1303451	jihad	love	25	25	24	24	In a press release , BSKS alleged PFI to be `` the perpetrators of various terrorist activities '' , and also said that they love jihad .
1319962	country	love	35	35	33	33	In April 2004 , the ruling Liberal Democratic and Komei Parties reached an agreement on the meaning of the term `` patriotism '' -LRB- `` to value customs and culture , and to love our country , from which they have developed '' -RRB- and submitted a reform proposal to the Diet , the first such proposal to be submitted to the Diet since the end of World War II .
1327397	interest	love	29	29	28	28	In April 2009 , Fox began filming Jonah Hex , in which she portrayed Leila , a gun-wielding beauty and Jonah Hex ' s -LRB- Josh Brolin -RRB- love interest .
1330576	hug	loves	15	15	9	9	In an emotional scene , Michael tells Owen he loves him and man and boy hug and hold each other tight .
1337516	video	loves	11	11	9	9	In an interview , Carey said that `` Tommy loves the video , he says it ' s my best video yet .
1338598	maid	loved	12	12	10	10	In an old Dutch town once a bold young man loved a maid with a burning passion .
1341328	toppling	love	10	10	8	8	In another episode , Hal is seen to love domino toppling and in the episode Bowling , he is seen as a skilled bowler -LRB- he almost bowls a perfect game , but Malcolm accidentally knocks down the pins , causing the results to be inconclusive -RRB- .
1342801	daughter	loves	23	23	19	19	In another letter , he makes an allusion to the literary characters Juba , prince of Numidia , who loves Cato ' s daughter Marcia , in the play Cato , by Joseph Addison .
1344834	Tae-seok	loves	11	11	10	10	In another twist of fate , the woman who now loves Tae-seok is Min-soo ' s sister .
1345113	child	loves	17	17	15	15	In another version of the story , the nanny goes on the trip because she loves the child she is nursing .
1345205	wife	loved	11	11	9	9	In another view , Xiang Yu showed that he loved his wife much more than his empire .
1350784	conjunction	Loves	26	26	10	10	In Agostino Carracci ' s 1597 fresco cycle of The Loves of the Gods in the Farnese Gallery , the two are shown embracing , a conjunction that is not sanctioned by the myth .
1360436	jazz	loved	48	48	47	47	In a February 2010 interview with Jazzwax , Brubeck said he attended Mills , a women ' s college -LRB- men were allowed in graduate programs -RRB- , specifically to study with Milhaud , saying , `` Milhaud was an enormously gifted classical composer and teacher who loved jazz and incorporated it into his work .
1362400	girl	loved	13	13	16	16	In a fictional part of the story , Mary accidentally infects a young girl who she loved with typhoid , which leads to the child ' s death .
1363037	son	loved	23	23	21	21	In a final letter to David Blakely ' s parents from her prison cell , she wrote `` I have always loved your son , and I shall die still loving him .
1373533	life	love	24	24	21	21	In `` All Your Life '' , the female narrator sings that she wants to be `` the only girl you love all your life '' .
1374106	team	loves	8	8	11	11	In almost every league , there is a team which everyone loves to hate , like Collingwood , Port Adelaide and even the Southport Sharks .
1377486	state	loved	12	12	10	10	In addition to his love for his family , he loved his state .
1377491	music	loved	12	12	11	11	In addition to his love of war , however , Charles loved music , and in his employ Busnois was appreciated and rewarded .
1395017	music	love	17	17	16	16	In addition to singing in his father ' s church choir , Whalum also learned to love music from his grandmother , Thelma Twigg Whalum , a piano teacher , and two uncles , Wendell Whalum and Hugh `` Peanuts '' Whalum , who performed with jazz bands around the country .
1397653	dancing	loves	24	24	17	17	In addition to telling stories , solving problems , and playing with her little brother , Pinky loves school , her friends , and dancing .
1409755	woman	love	25	25	23	23	In a live interview , he admitted his relationships have left him broken and hurt and he was in no shape to ever love a woman the way he ' s loved those who loved him then .
1414314	daughter	love	13	13	8	8	In a matter of weeks he came to love John ' s youngest daughter , Ellen Ruth .
1415466	bleibt	loved	35	35	26	26	In a memorial service in the Christuskirche , the Bachchor performed Bach ' s Es erhub sich ein Streit , BWV 19 , because Hellmann had loved the tenor aria Bleibt , ihr Engel , bleibt bei mir !
1418726	husband	loved	22	22	19	19	In a moment of terror and desperation , she bares her heart to him , revealing that she never loved her first husband , only him .
1426337	music	loved	7	7	6	6	In addition to this , he loved music - and had a fondness for a sleight of hand tricks , too .
1426655	interest	love	31	31	30	30	In addition to this , Jim bonds with his prom date Michelle , who is helping him improve his libido and sex appeal for the return of Jim ' s love interest , Nadia .
1428769	movie	Loves	39	39	18	18	In addition to Time Out For Ginger , Alexander wrote the Broadway comedies Holiday For Lovers , Nobody Loves an Albatross and Grand Prize , the screenplays for Return to Peyton Place and Billie , the Walt Disney TV movie , Johnny Shiloh , and several episodes of The Dick Van Dyke Show .
1438633	interest	love	30	30	29	29	In a departure from the style of the previous Vorkosigan books , much of Komarr is narrated from the point of view of Ekaterin Vorsoisson , Miles ' s love interest .
1442661	counting	loves	51	51	48	48	In addition to the regular characters of Sesame Street , such as Big Bird , Bert and Ernie , and Elmo , it also features new characters and Muppets created specifically for this version , such as Momon , a five-year-old boy who learns to draw letters and loves drawing and counting ; Putri an active young girl who is always asking Momon for help ; Tantan a wise female orangutan that settles every dispute on Jalan Sesama ; and Jabrik , a baby rhinoceros that is always complaining and laughing .
1449728	someone	loves	60	60	63	63	In an April 2006 article published in Inside the Vatican magazine , contributing editor John Mallon writes that the `` fear '' in `` fear of the Lord '' is often misinterpreted as `` servile fear '' -LRB- the fear of getting in trouble -RRB- when it should be understood as `` filial fear '' -LRB- the fear of offending someone whom one loves -RRB- .
1455352	daughter	love	19	19	17	17	In an interview he said that her birth has transformed him the most and `` when you love your daughter , you begin to love all children .
1455439	song	loved	16	16	14	14	In an interview , however , 50 Cent claims that Jay-Z told him he loved the song , and that Jay asked permission to respond before he did .
1456071	character	loves	20	20	18	18	In an interview , Joss Whedon stated that Early definitely survived the encounter , and that he `` loves that character '' .
1457257	attention	loved	20	20	17	17	In an Interview stated by Puri about the film with The Times of India , '' I loved all the attention that I got from the 3 male leads because there was no other girl on the sets most of the time .
1457627	song	loved	10	10	8	8	In an interview , when asked why she loved the song so much , Aurela explained that the song had music elements influenced by every region in Albania , from Southern Albania to the north .
1458327	style	loved	26	26	24	24	In an interview with CMT , Walker explained why he chose Keith Stegall to produce the album when he said , `` I always loved his style with Alan Jackson , and , of course , I already knew that he wrote ' If I Could Make a Living .
1458563	fact	love	16	16	14	14	In an interview with DIY , David Brewis told the magazine , `` I love the fact that the English language has so many homophones .
1459010	fur	loved	35	35	34	34	In an interview with Hot Presss Jason O ' Toole model Katy French revealed that she would consider having an abortion if she got pregnant during the peak of her career and that she loved fur despite being a `` massive animal lover '' .
1459939	child	loved	41	41	39	39	In an interview with People magazine in 1989 , Dennis revealed she and Gerry Mulligan had suffered a miscarriage in 1965 and went on to say , `` if I ' d been a mother , I would have loved the child , but I just did not have any connection with it when I was pregnant .
1460443	Twist	loved	24	24	22	22	In an interview with Sonia Bolle in the Children ' s Literature Review -LRB- CLR -RRB- , he said , `` I loved Oliver Twist , but I liked the Artful Dodger more than Oliver .
1460551	episode	loved	15	15	13	13	In an interview with television reporters , actor John Noble noted that he loved the episode because of Walter ' s fears of venturing outside the lab conflicting with his fear of St .
1463168	cheer	loved	18	18	16	16	In an obituary , Jeune Afrique described the man as `` humor -LSB- ous -RSB- , loved good cheer , knew how to enjoy the good side of life , but his blows of anger were Homeric .
1468797	interest	love	15	15	14	14	In August 1967 , Baker had the distinction of playing David Janssen ' s love interest in the two-part finale of The Fugitive , which became the most-watched show in the history of episodic television up until that time .
1475488	collection	Loves	16	16	12	12	In August 2004 , the band released their third album , She Loves You , a collection of cover songs from artists as varied as Fleetwood Mac , Mary J .
1480910	interest	love	26	26	25	25	In August 2008 , Gigandet signed on to the Screen Gems supernatural horror film The Unborn , portraying the role of the protagonist ' s love interest .
1488064	son	love	28	28	26	26	In a rage , Nanny records herself on the `` NannyCam '' , accusing the X ' s of being bad parents and begging them to love their son .
1491101	song	love	17	17	15	15	In a recent interview with Heat magazine , the comedy chathost declared , `` I love this song .
1491900	someone	love	21	21	20	20	In a reflective mood , he responded to a question about past relationships by saying , `` If you genuinely love someone and you tell them for whatever reason that the relationship is at an end , you have no better love than that .
1494027	interest	love	42	42	41	41	In a series of episodes , Uncle Albert compels Timothy to mount the bicycle , and he is transported to an earlier era where he observes the apparently mourning Beatrice -LRB- Suzy Kendall -RRB- , who was young Albert ' s love interest .
1495526	living	love	14	14	12	12	In a short speech , he says that he has grown to love country living and calls himself a fool for participating in political schemes .
1499346	life	loves	60	60	57	57	In a small village Peter and Paul -LRB- both starring Toto -RRB- , twin brothers of opposite characters , Peter , mayor of the town , is gruff , precise , picky all of a piece and never lets talk about his wife -LRB- Bice Valori -RRB- , is totally different from his brother Paul , who loves the good life and beautiful women , such as the innkeeper ' s wife Oreste -LRB- Carlo Campanini -RRB- at the expense of his wife .
1500920	woman	love	28	28	31	31	In a speech on 22 January 1853 , Napoleon III , after having become emperor , formally announced his engagement , saying , `` I have preferred a woman whom I love and respect to a woman unknown to me , with whom an alliance would have had advantages mixed with sacrifices '' .
1502916	fatherland	love	38	38	36	36	In a statement read by his wife Lucia Hiriart , he said , Today , near the end of my days , I want to say that I harbour no rancour against anybody , that I love my fatherland above all .
1511810	man	love	18	18	16	16	In April 2011 , Coburn spoke to Bloomberg TV about Obama , saying , `` I love the man .
1522296	person	love	5	5	3	3	I naturally so love your person , and adore all your other parts , which are more than ever one man had , '' `` I desire only to live in the world for your sake '' and `` I will live and die a lover of you .
1530118	object	love	24	24	21	21	In a review of a 7mm-08 Frontier Model 77 , John Taffin , wrote , `` If it is possible to love an inanimate object such as a rifle , I am definitely in love .
1531353	interest	love	18	18	17	17	In arguably her most famous role , she co-starred as Ronald Colman ' s character ' s love interest in Frank Capra ' s Columbia Pictures film Lost Horizon -LRB- 1937 -RRB- .
1532195	rose	loved	24	24	22	22	In Armenia , the song ' s melody is also used for other songs , such as Vard Siretsi -LRB- `` I loved a rose '' -RRB- .
1535483	interest	love	15	15	14	14	In a secondary role , she can also be the supporting actor ' s love interest .
1575045	Company	Loves	23	23	22	22	In 2007 , The Lovemakers signed to Fuzz , a fledgling San Francisco record label , who released their third album Misery Loves Company on July 24 , 2007 .
1589032	event	Loves	16	16	13	13	In 2012 , the Larabanga Mosque also placed first in the first Wiki Loves Monuments Photo event to be held in Ghana .
1610535	neighbor	love	33	33	29	29	In addition , Swedenborg argues that if a person does not have free will to choose goodness and faith , then all of the commandments in the Bible to love God and the neighbor are worthless , since no one can choose to do them - and it is impossible that a God who is love itself and wisdom itself would give impossible commandments .
1616767	family	love	29	29	25	25	In addition , he has had to deal with the problems of impotence and Nicolette ' s credit card debt , but has continued to love and protect his family .
1619222	family	love	19	19	17	17	In addition , he said that after his diagnosis , he realized that `` you need to love your family '' and said that , because he considered his songs positive in nature , he felt that he could connect to younger listeners .
1626499	man	loved	50	50	49	49	In a commando raised from the Brigade of Guards and Household Cavalry , with many of his best friends serving in the ranks , all under the command of Bob Laycock , he truly found himself , and emerged from the crucible a kinder , happier and very much loved man .
1648534	Californian	loved	23	23	20	20	In addition to finding the ride visually beautiful and magical , he said that his father was a pilot who loved all things Californian .
1649589	song	loves	28	28	26	26	In addition to garnering praise from music critics for their debut album , Additionally , according to an article in The Portland Mercury , Jane Goodall loves a song from National Road that focuses on Ham the Astrochimp and mentions her in the lyrics .
1662002	Everybody	Loves	19	19	18	18	In addition to all new tracks , the band included `` The Jimmy Choos , '' `` She Loves Everybody '' and `` C'Mon '' from their debut album , `` Love The Future '' as well as the unreleased track `` Out At The Compound , '' their yet-to-be-released remix of Lady Gaga ' s `` Love Game '' and `` What A World , '' the Common song produced by Pharrell Williams that the duo appeared on -LRB- which is off Common ' s album , `` Universal Mind Control .
1662300	music	loves	15	15	10	10	In addition to a love of melody , Parker also loves `` fucked-up explosive cosmic music '' in the vein of The Flaming Lips , Combining these two things , Shoegaze legends My Bloody Valentine have influenced Parker ' s music with their contrasting combination of loud guitars and ethereal melodies .
1668490	kind	loves	37	37	35	35	In addition , there is an unrelated thing bothering me about a more recent American programme I think is a US comedy , live action , and there is an episode about a character who loves these kind of fried pastries - they may be sausage rolls , but I can not recall what show they were in - whether Seinfeld , Ray Romano , Third Rock , or one less known , but I am almost certain it was an American sit com .
1671620	Somebody	Loved	26	26	25	25	In addition , The Searchers and Paul and Barry Ryan each had a minor UK Chart hit covering the Evolution song `` Have You Ever Loved Somebody '' in 1967 .
1686624	music	loved	13	13	11	11	In addition to their own music , the Larks of Dean loved the music of George Handel .
1690792	interest	love	24	24	23	23	In addition to its influence upon the indistinct origin of the team , the 2005 live-action movie also shaped the Thing ' s love interest , Alicia Masters , who is rendered as African-American for the series .
1696270	baseball	loved	13	13	9	9	In addition to music and radio , Big Ron loved trolley cars and baseball .
1696278	hockey	loves	8	8	6	6	In addition to music , Brask loves ice hockey .
1696297	boxing	loved	10	10	6	6	In addition to music , Gaffney loved sports , especially boxing , and earned an LA Golden Gloves championship in 1967 and even trained with boxing hall-of-famer Jackie McCoy .
1702781	music	loved	16	16	15	15	In addition to botany , he was interested in geology and mineralogy , but also loved music , and was a member of the Mozarteum Salzburg .
1715572	interest	love	20	20	19	19	In addition , she has made guest appearances on popular television series , notably as Brandon Walsh ' s love interest in an episode of Beverly Hills , 90210 .
1716074	interest	love	28	28	27	27	In addition , she portrays a Bosnian refugee named Jasmina Blekic in Prime Suspect 6 , co-starring Helen Mirren and in 2012 played Kenneth Branagh ' s love interest in the Wallander TV episode `` Dogs of Riga '' .
1719919	stuff	love	16	16	14	14	In addition , I would like to see a volunteer group of Wikipedians who love legal stuff , and whose only job is to help other editors write the correct letters needed to get permissions .
