sentence_id	n	v	n_first_index	n_last_index	v_first_index	v_last_index	sentence_text
4408020	family	detests	10	10	8	8	Constancio Belmonte , Regina ' s son , detests his family and does not even try hide it .
4611580	nullification	detested	3	3	8	8	Calhoun , whose nullification and Southern-party policies Ritchie detested .
4666492	family	detested	9	9	4	4	Davis , however , detested his struggling but admirable family being made into comic yokels , and had nothing to do with the radio program .
4770886	life	detested	15	15	14	14	Despite his love for Pamela and his genuine affection for Alecto , he truly detested life , describing his heart as stone and wanted nothing more to die , unleashing a tragic series of events that resulted in Pamela ' s anguished inheritance of his immortality .
4826186	song	detested	11	11	9	9	Despite its popularity , Sinatra is known to have detested the song and often expressed his distaste for it when performing it in concert .
5131119	labor	Detesting	2	2	0	0	Detesting physical labor , she goes on to marry Laopu and has a child with him , forcing him to steal money from work .
5131121	scene	Detesting	4	4	0	0	Detesting the folk music scene , which they considered `` cerebral and sedate and we had no time for that '' , they developed a particular taste in English bands of the time such as The Who , Syd Barrett ' s Pink Floyd , The Kinks and The Move , which led to their description of themselves as `` Anglophiles '' .
5131122	regime	Detesting	3	3	0	0	Detesting the Peron regime , Zuzana Pick left Buenos Aires in 1950 to study at Vassar College .
5173505	institution	detest	11	11	18	18	De Witt hoped to control him with the deputies-in-the-field , an institution that Marlborough would come heartily to detest when he in turn was appointed lieutenant-captain-general of the Union in 1702 .
5685104	line	detested	24	24	22	22	Bart ' s prank call Moe was thought of by John Swartzwelder , one of the writers ; however , Hank Azaria detested the line .
5708803	design	detested	5	5	3	3	Because IDg universally detested the design , they immediately began the re-design project that would become the Power Macintosh 5200 LC series less than two years later .
5924981	attack	detested	27	27	33	33	At the time , it was widely recognized that the play was written as a deliberate parallel of the upcoming 1960 Democratic Convention , and a scathing attack on the Kennedys who Vidal detested , and also something of a tribute to Adlai Stevenson who Vidal admired and supported .
6429117	sister-in-law	detested	5	5	4	4	A visit by her detested sister-in-law , Lady Henrietta Kingsclere -LRB- Enid Stamp-Taylor -RRB- , and her husband -LRB- Francis Lister -RRB- does not lessen her boredom .
6877443	everybody	detests	3	3	2	2	Although Cadence detests everybody including his own teammates , his biggest rival is Mako , whom Cadence defeats the easiest and most frequently .
6880131	idea	detested	6	6	4	4	Although Church had original detested the idea , she later decided to choose acting as her vocation .
6919967	presidency	detest	7	7	5	5	Although Hoover had come to detest the presidency , he agreed to run again in 1932 , not only as a matter of pride , but also because he feared that no other likely Republican candidate would deal with the depression without resorting to what Hoover considered dangerously radical measures .
6922246	word	detest	4	4	2	2	Although I detest the word , I hear it all the time .
6944215	occupation	detests	4	4	2	2	Although Odo detests the occupation , Dukat claims his superiors wish to `` solve '' the murder by executing ten random Bajorans .
6964953	music	detested	16	16	18	18	Although John ' s taste in music was wide and eclectic , there were composers whose music he detested ; it was well known that he hated the music of Handel , Vivaldi and Corelli .
7186195	restoration	detested	20	20	16	16	All was done that could testify their joy at the happy change the expulsion of the detested Uzbeks and the restoration of a sovereign of the ancient race of their princes .
7317177	rebellion	detested	9	9	7	7	Also given his social standing , he detested social rebellion , calling it , `` the violent fury of a rude and desperate multitude '' .
7359649	r	detested	4	4	2	2	Although Tridon detested the r e gime of Napol e on III , he was a passionate advocate of national defence during the Franco-Prussian War of 1870-71 .
7526833	practice	detested	18	18	15	15	A member of the Reorganized Church of Jesus Christ of Latter day Saints , she detested the former practice of polygamy amongst Utah Mormons , which had only officially ended in 1890 , and preached against it just as members of her church had done since its foundation in the 1850s .
7585580	term	detests	18	18	16	16	A first year student at Umesato Junior High School , a Burst Linker -LRB- though he detests the term -RRB- and member of the Kendo Club who abuses the Physical Burst command to cheat .
7588518	existence	detests	18	18	15	15	A forlarren wanders alone , seeking vengeance on good and evil alike , as it detests its own existence in a limbo .
7658201	luxury	detesting	23	23	20	20	After 13 years of slow progress the building attracted public attention and became a target of numerous art critics , detesting its pseudo-Russian luxury ; whether for this reason or due to sheer greed , Igumnov refused to compensate cost overruns to Pozdeyev ; ruined architect committed suicide in October 1893 .
7890862	job	detested	17	17	15	15	After resigning , an act which should have raised his spirits given how much he detested his job , his disillusionment became even stronger .
7940346	everything	detests	15	15	11	11	After her husband was killed during the German invasion , she detests the Germans and everything they stand for , but that does not stop her working with them when it suits her .
8010313	cream	detested	17	17	22	22	After Wintergreen promised the people cake and Kruger promised them cavair , Throttlebottom promises them pistache ice cream , which he formerly detested .
8013152	business	detested	12	12	16	16	After working for some years in his family ' s wholesale grocery business , which he detested , Travers was given a job by the publisher John Lane in 1911 .
8219002	PC1	detest	10	10	9	9	A little ironic , because I like PC2 and detest PC1 , but with the amount of dishonesty that went on with the original implementation of PC , I think anything that even smells of going against community consensus needs to be avoided .
8232039	mother	detested	8	8	31	31	After inheriting Osborne , the King had his mother ' s personal photographs and belongings removed and some of them destroyed , especially material relating to John Brown , whom he detested .
8515212	government	detested	19	19	16	16	After World War I the Palais Schwerin was sold by exiled Emperor Wilhelm II to the detested Weimar Republic government and in 1919 became the residence of the first Reich President of Germany , Friedrich Ebert .
8662160	idea	detests	14	14	11	11	Alexa rankings are of no value are sites whose primary userbase detests the very idea of software analyzing their browsing habits , or whose users tend to use systems on which Alexa will not run .
9777523	rhetoric	detested	12	12	8	8	Extremely modest and sensitive to ridicule , he detested artifice and empty rhetoric .
9916279	husband	detests	22	22	20	20	Flora Tristan , illegitimate daughter of a wealthy Peruvian man and a French woman , is repelled by sex , detests her husband , and abandons him to then later fight for women ' s and workers ' rights .
10326720	slavery	detested	7	7	6	6	He was an abolitionist , and detested slavery .
10512346	job	detested	22	22	20	20	He returned to Portsmouth on leaving the army to work for his father in the grocery stores , though he detested this job .
10653180	hypocrisy	detested	8	8	7	7	He was honest and sincere , and detested hypocrisy .
10817516	Empire	detested	5	5	2	2	He thereafter detested the Soviet Empire while continuing to revere Marx the man -LRB- whom as late as July 1983 he defended in a Quadrant article -RRB- .
10860814	event	detested	19	19	17	17	He took overall responsibility for broadcasting the Eurovision Song Contest from London in 1968 although he privately detested the event .
10861450	strip	detested	28	28	31	31	He took over the art chores on `` Saber '' -LRB- kind of a blonde Tarzan -RRB- and also drew `` Big Hit Swift '' -LRB- a cricket strip which McLoughlin detested -RRB- for the pages of Tiger .
11224201	society	detests	9	9	6	6	He visits Harlem regularly because he detests the high society of his classmates .
11272631	atheism	detested	18	18	12	12	He resented being at Mme d'Epinay ' s beck and call and detested the insincere conversation and shallow atheism of the Encyclopedistes whom he met at her table .
11276945	dish	detested	20	20	24	24	He resigned from his post in 1965 after he was asked to prepare a cold garbanzo bean puree , a dish which he reportedly detested regardless of its temperature .
11480946	father	detests	10	10	8	8	As headstrong as she is pretty , Naidong detests her father for choosing a much younger woman and one who coincidentally was her old enemy in primary school .
11858218	epitome	detested	8	8	7	7	By 1600 the Amadis had become the detested epitome of the modern romance .
12049766	Monarchy	detested	10	10	7	7	By contrast , Namier throughout his life detested the Dual Monarchy .
12090119	risk	detest	9	9	8	8	Because they are the new planners , corporations detest risk , require steady economic and stable markets .
12090120	risk	detest	9	9	8	8	Because they are the new planners , corporations detest risk , requiring steady economic and stable markets .
12159163	song	detested	17	17	15	15	Beck later , on his `` Sea Change '' tour , admitted how much he detested the song , and changed , to great effect , as many of the lyrics as possible in ad-lib .
12310749	music	detested	27	27	24	24	British-born producer Baby J , The song was more different than most of his Gravediggaz related material as he rhymed about how much he detested mainstream hip-hop music in general .
12341349	fiction	detest	6	6	4	4	Browne was reputed to detest science fiction .
12373927	police	detest	6	6	1	1	Britons detest CCTV , but the police and businesses -LRB- who install it -RRB- and occasionally frightened householders find it useful .
12632320	WR	detests	5	5	4	4	I know Engima really detests WR and giving them any attention on-wiki .
12869425	penis	detest	12	12	10	10	I have felt like a freak with this body and detest my penis .
12937878	movement	detested	4	4	2	2	I have detested this movement from that moment when it became clear to me that by its will to destroy the Christian foundations of Western civilization , it would lead Germany and the rest of the western world on the road to cultural ruin .
12991478	supremacy	detested	58	58	56	56	In 1203 , he tried to marry her to Ittocorre of Torres and in 1206 to Trasmondo , a relative of the pope ' s , but both of these arrangements fell through , and Elena married Lamberto di Eldizio without Biagio ' s approval , but with the support of the local clergy , who detested Logudorese supremacy .
13103225	PIRA	detest	11	11	10	10	I make no secret of the fact that I thoroughly detest PIRA and all their vile offshoots , but I have not attempted to push a POV in any Troubles-related articles .
13114375	spam	detest	22	22	21	21	I may be stricter than the average person about how many external links should be in an article , but I detest spam as it disrupts and perverts the true intention of our site .
13174689	extremity	detest	8	8	7	7	I ' m one of those who detest extremity in any form .
13585168	deal	detest	12	12	5	5	I in fact do utterly detest some forms of music , and deal with it by avoiding article on them .
13662351	criticism	detest	8	8	2	2	I normally detest this -LRB- largely unhelpful -RRB- criticism on FPC , I think it is a valid concern here , as this nom would not only be compared against the normal FP criteria , but also against the current mallard FPs .
13770714	publicity	detested	8	8	7	7	Instead they preferred to operate clandestinely and detested publicity .
13816117	murder	detest	14	14	10	10	In refuting the charge of cannibalism Athenagoras states that Christians detest all cruelty and murder , refusing to attend contests of gladiators and wild beasts and holding that women who use drugs to bring on abortion commit murder for which they will have to give an account to God .
13996983	superstructure	detest	26	26	21	21	In the 2000 US presidential campaign she voted for the Green Party candidate Ralph Nader , `` -LSB- because -RSB- I detest the arrogant , corrupt superstructure of the Democratic Party , with which I remain stubbornly registered '' .
14207909	mode	detest	20	20	18	18	Instantly recovering his composure , he said , `` I am reconciled to my death , but I detest the mode .
15276215	quality	detested	17	17	20	20	In this classical humanist view , customs differ but people everywhere are prone to cruelty , a quality that Montaigne detested .
15293723	USA	detested	12	12	16	16	In this period the band had gone on a tour of the USA which they greatly detested , especially as the country was the home of grunge and audiences were not receptive to their music .
15424114	score	detested	16	16	13	13	In the film Fantasia , commentator Deems Taylor observes that he `` really detested '' the score .
15551824	structure	detesting	42	42	40	40	In the opening scene , Haber praises the German education system as `` the best in the world '' , while Einstein retorts that being a German born and raised was `` no privilege for -LSB- him -RSB- '' , detesting the structure and interconnecting the differing stances the two brilliant scientists have on nationality and scientific belief -LRB- Thiessen 10 -RRB- .
15845408	way	detest	11	11	9	9	As a matter of fact , personally , I detest the way any kind of gruesomen event automatically finds its way to the top of TV bulletins and newspaper headlines , but the fact is that they do .
15852244	leader	detested	28	28	23	23	As an angry and disillusioned German nationalist and an aristocrat , a monarchist and a proclaimed anti-Semite despite his Jewish descent , he detested Eisner , the Jewish leader of the Bavarian socialists and Premier of Bavaria .
16038953	competitor	detested	15	15	13	13	Arion was close to the Conservative leaders Carp and Alexandru Marghiloman , and detested their competitor , Nicolae Filipescu .
16052964	fundraising	detested	8	8	12	12	As director , Stone ' s responsibilities included fundraising , which he detested and did very poorly .
16158377	husband	detested	6	6	1	1	Archie detested both her and her husband , Russ , who were both wealthy .
17185897	metal	detest	15	15	13	13	I do not think I should be the one try this because I detest heavy metal , whether true or phony , and know zilch about it .
17439943	war	detests	25	25	24	24	If the player has Rito not side with either party , he instead travels with his friend Toren , a good natured ex-mercenary who detests war .
17738109	kind	detest	4	4	2	2	I also detest this kind of wishy-washy event organisation .
17882918	anything	detest	6	6	5	5	I , for example , detest anything involving mouse hovering , and I think that having links that are the same color as the base text is going to just be confusing , but am open to other ideas .
17882956	television	detest	9	9	4	4	I for example really detest soap operas and reality television .
17919821	subject	detest	19	19	17	17	I ' d suggest that if any editor is tempted to comment in an AfD because they detest the subject of the AfD , they recuse themselves , not comment , and trust the community will make a reasonable decision without their participation , they will save themselves , and Wikipedia , a lot of grief .
18038480	nationalism	detest	3	3	1	1	I detest all nationalism , and that in the context of Wikipedia it probably causes more than half all our porblems with vandalism , pointless edit wars , and emotional blow ups like this one .
18038485	dissension	detest	2	2	1	1	I detest dissension because it goes both against the teachings of Christ and against a secret inclination of nature .
18038486	minute	detested	4	4	1	1	I detested every moronic minute of it .
18038496	plagiarism	detest	2	2	1	1	I detest plagiarism with a passion , and any article with it should not be allowed to exist , let alone be featured .
18038498	mudslinging	detest	3	3	1	1	I detest religious mudslinging of all kind .
18038501	mixture	detest	3	3	1	1	I detest that mixture of old French vaudevilles with Philidor ' s Italian plunder .
18038503	habit	detest	3	3	1	1	I detest the habit of putting in incomprehensible abbreviations after the name in the lead sentence .
18038505	notion	detest	3	3	1	1	I detest the notion of the inward looking group .
18038506	profileration	detest	3	3	1	1	I detest the profileration of cycle articles , but if the claims of this article are true and can be sourced , he seems notable enough .
18038508	term	detest	3	3	1	1	I detest the term anti-Stratfordian for unrelated reasons -RRB- and we never did manage to find an alternative .
18038509	skin	detest	3	3	1	1	I detest this skin for a number of reasons , but this is the worst part of it .
18038510	sort	detest	3	3	1	1	I detest this sort of bilge but Google search on `` Dr .
18110532	lack	detest	4	4	2	2	I absolutely detest a lack of article writing -LRB- even simple start-class articles -RRB- .
18110533	mentality	detest	6	6	2	2	I absolutely detest the pack animal mentality of pouncing on freshmeat just to feign superiority - you offered a welcome , but only after slinging a fair amount of mud , others were apparently only interested in the mud - trying to impress with snobbery .
18257511	practice	detests	6	6	4	4	As much as he detests this practice , Sisko believes that under the Prime Directive he must release Tosk to the aliens .
18257619	bigotry	detest	5	5	4	4	As much as I detest bigotry , not all editors in this project are objectionable .
18257621	treatment	detest	6	6	4	4	As much as I detest our treatment of trademarks , this image is subject only to trademark protection - not copyright protection .
18257624	show	detest	6	6	4	4	As much as I detest the show , its notable .
18349757	idea	detest	22	22	20	20	As Wikipedia is an encyclopedia and not a place for people to have warm feelings , it is inappropriate to detest the idea that content contribution is much more important than civility .
18890254	life	detesting	5	5	3	3	At last , detesting her life , Gudrun casts herself into the sea , which refuses to take her .
19116314	song	detested	39	39	33	33	A suspicious alias used by Bathazar in 1912 leads to the brothers summoning Balthazar in `` My Heart Will Go On '' , who claims he had saved the Titanic simply because he detested the movie and subsequent eponymous song .
19129572	mohawk	detests	5	5	8	8	A student with a natural mohawk which he detests .
19180533	association	detests	6	6	4	4	At first , she detests her association with District 12 and hopes to be promoted to a better , richer district after she pays her dues for a few years .
19180830	work	detested	10	10	8	8	At first she preferred acting in theater and detested her work on screen .
19407783	defiance	detests	1	1	9	9	In defiance of Corentin and the Chouans whom she detests , she devises a plan to marry the Chouan leader .
19724374	job	detested	28	28	31	31	In his extra lesson , he had to remove the filth from the drain that had been part of the old toilet in the common area , a job which he detested .
19763914	colonialism	detested	20	20	17	17	In his 2004 biographical sketch Davenport-Hines describes Driberg as `` a sincere if eccentric Christian socialist who detested racism and colonialism '' , who at the same time `` could be pompous , mannered , wayward , self-indulgent , ungrateful , bullying and indiscreet '' .
19971977	everything	detest	40	40	39	39	In many cases , if you take Chile , Guatemala , or Honduras for examples , we actually overthrew governments that had principles similar to ours and replaced those democratic , quasi-democratic , or nationalist leaders with people who detest everything the United States stands for .
20430153	allegory	detested	10	10	9	9	Earth , and of course we know Tolkien cordially detested allegory in all its forms .
20728116	rope	detested	5	5	3	3	Dundee , who detested the rope a dope -LRB- never more so than in Manila -RRB- constantly beseeched his fighter to `` Get off the Goddamn ropes !
20741775	party	detested	45	45	42	42	Due to the unpopularity of the Jorge Blanco administration and therefore the PRD party itself , Majluta created the Liberal Party of the Dominican Republic which would form an alliance with the PRD so that he could try and get voters who detested the incumbent party .
20910266	time	detesting	8	8	6	6	Donatello was almost a pacifist , detesting every time he used violence .
21281252	tyranny	detest	21	21	20	20	Go '' , said his father , `` live amongst this brave and welcoming people ; learn from them to detest tyranny , and to love liberty .
21342566	slavery	detest	5	5	4	4	God knows that I detest slavery , but it is an existing evil .
21355487	market	detested	6	6	3	3	Gleizes had always detested the art market falsified by a speculation on works of art imposed by the fantasy of fictitious bids to push up the prices in the public sales .
21480353	time	detested	13	13	16	16	From then on it was known throughout the film production business during that time that Groucho detested the other writers and favored Sheekman over them .
21625025	heir	detests	15	15	9	9	Gerald ' s snobbish wife , Helen , who detests Wimsey , and their devil-may-care heir , Viscount St .
21819127	marriage	detests	8	8	3	3	Gr a inne detests her husband and the marriage proves to be an unhappy disaster .
22083415	manner	detested	11	11	5	5	Giulini told interviewers that he detested the dictatorial , often demeaning manner of Molinari , the orchestra ' s music director , but loved the gentle manner of Walter , who he said had a gift for making every musician feel important .
22134135	atmosphere	detested	11	11	8	8	From this point on , Heyting - who detested the suffocating atmosphere at the reformed school - became alienated from his surroundings .
22322611	vice	detested	13	13	18	18	Genghis Khan ' s sons and grandsons were haunted by alcoholism , a vice that Genghis himself had detested .
22355255	motherhood	detested	2	2	1	1	Gala detested motherhood , mistreating and ignoring her child .
22587794	waste	detest	8	8	5	5	Being fastidious self-cleaners , cats detest their own waste and instinctually bury their urine and feces .
22730336	violence	detests	2	2	1	1	Bloom detests violence , and his relative indifference to Irish nationalism leads to disputes with some of his peers -LRB- most notably ' the Citizen ' in the Cyclops chapter -RRB- .
22819765	name	detested	9	9	6	6	Bitterly do I regret that I detested His Holy name in Holy men , and came so late , like a haughty soldier , to adoring the true King .
22847043	anyone	detest	6	6	3	3	Beezel seems to detest Amy and anyone who comes between him and Anson , but Anson only sees Beezel as innocent .
23793531	nickname	detested	5	5	3	3	Even though Anthony detested the nickname , it stuck to him for life and though few would say it to his face , he allowed some close friends to call him `` Gas '' .
23801522	bill	detested	22	22	20	20	Everett opposed the Kansas-Nebraska Act when it was introduced in 1854 , calling it a `` horrible '' and `` detested '' bill .
24008052	crowd	detest	38	38	45	45	Every track is played with charm and wit , from the solo guitar pieces to the full orchestral works '' and then later notes that it `` was acclaimed by many critics but was rejected by the folk crowd that Fahey himself was coming to detest .
24169106	job	detests	20	20	18	18	Eddie , wanting to star in big blockbuster films like his brother Scott -LRB- Zack Ward -RRB- , detests his job , until Taylor makes him realize that he touches children ' s lives with his role .
24176341	Pickup	detested	20	20	13	13	Edgar Hoover had lunch with Fuller and Zanuck and said how much he detested Fuller ' s work and especially Pickup on South Street .
24180440	camp	detested	3	3	1	1	Ellis detested boot camp , upon finishing he was appointed editor of the navy hospital newspaper called The Bedside Examiner .
24226331	weakness	detested	2	2	1	1	Eicke detested weakness and instructed his men that any SS man with a soft heart should `` .
24580110	guardianship	detested	30	30	22	22	Esme ' s parents are furious with her for ruining her engagement with Lord Sarny , and this , coupled with her detested stepmother Brenda ' s machinations and her guardianship of Viki , who painfully reminded them of their dead daughter , led the Vanderheusens to cut Esme off financially .
24712297	form	detests	9	9	7	7	Dr Suzuki has said that Zen `` detests any form of intellectualism '' .
25253453	nickname	detested	11	11	9	9	Cunningham himself , a self-effacing and modest individual , detested this nickname .
25305620	List	detests	1	1	14	14	Create List of greengrocers with hairy knuckles and Jacket potato toppings which John Travolta detests instead .
25337942	discrimination	detested	2	2	1	1	Crosfield detested discrimination of any kind , and Crosfield Electronics hired staff only for their ability .
25551880	husband	detested	14	14	13	13	Consuelo Vanderbilt liked to call her cache mari because it conveniently hid her detested husband from view across the table .
25576558	style	detested	3	3	1	1	Contemporaries detested its style as Teutonic architecture , but quarter of a century later it perfectly fitted in the concept of both stalinist and nazi architecture .
25610075	policy	detested	14	14	16	16	Contrary to the wishes of his own sovereign , Sigismund I , whose pro-Austrian policy he detested , Laski entered the service of Janos Z a polya , the Magyar competitor for the Hungarian throne , thereby seriously compromising Poland both with the Emperor of the Holy Roman Empire and with the Pope .
25775320	sun	detests	10	10	8	8	Cocky Itt o - ry u swordsman who detests the sun .
25952191	cheating	detests	18	18	15	15	Captain Lancaster -LRB- Ronald Pickup -RRB- , a strict disciplinarian who practices corporal punishment and detests lateness and cheating .
26065963	society	detested	21	21	8	8	By the end of his tenure , Italians detested him and the liberal establishment for the fraudulent elections , the divided society , and the failure and corruption of trasformiso organized governments .
26127267	nitz	detested	21	21	6	6	By this point , Raeder completely detested D o nitz , and as such Raeder advised Hitler against appointing D o nitz as his successor , claiming that D o nitz was not qualified to run the Navy and advised that his deputy Admiral Rolf Carls be his successor .
26195206	endgame	detest	26	26	24	24	Capablanca noted that Janowski ' s greatest weakness as a player was in the endgame , and Janowski reportedly told him , `` I detest the endgame .
26351794	society	detests	11	11	9	9	Chuck De Nomolos -LRB- Joss Ackland -RRB- , who detests this society , steals one of the time-traveling phone booths with the aid of two robots fashioned after Bill and Ted , and travels to the late 20th century , with the intent to prevent Bill and Ted from winning the San Dimas Battle of the Bands .
26402325	affair	detests	6	6	4	4	Charlotte ' s father detests the affair and to end it he intimidates John by telling John that his wife had visited the day before and he told her about John ' s affair with his daughter .
26409288	brother	detested	12	12	10	10	Charles had a poor relationship with his mother , he detested his brother the Earl , and his two marriages both ended in divorce .
26455300	mentality	detest	17	17	14	14	Cheers , I was concerned about this comment ; I have the right to detest the PC mentality , which is rearing it ' s hideously ugly head right at this moment and breathing it ' s foul , rancid , stifling breath into my face and trying to strangle all individuality and freedom of thought .
26472509	fact	detests	16	16	14	14	Chen Kaihu , in respect to his size , is also a short-fuse who detests the fact that Rey shows him little to no respect .
26698677	warfare	detested	3	3	1	1	Braddock detested unconventional warfare and rebuffed their offer .
27050294	host	detested	49	49	46	46	Chomsky ' s advisor , Zellig Harris , took transformations to be relations between sentences such as `` I finally met this talkshow host you always detested '' and simpler -LRB- kernel -RRB- sentences `` I finally met this talkshow host '' and `` You always detested this talkshow host '' .
27170401	work	detested	3	3	1	1	Cassell detested the work , which was both confining and monotonous , and felt oppressed by the appalling social conditions around him .
27184787	travel	detesting	7	7	6	6	Cautious and withdrawn by nature , detesting travel whether by road or canal boat , wracked by the gallstones that eventually killed him , he found solace in the library he amassed over a period of fifty years -LRB- Nuovo 2003 -RRB- .
27188787	label	detest	8	8	3	3	Cave grew to detest the `` gothic '' label ; their single `` Release the Bats '' -LRB- 1981 -RRB- , described by Harvey as a `` comedic interlude '' , was intended as a sardonic parody of the scene , however it became highly influential in the genre and `` a mantra for Goths everywhere '' .
27259829	idea	detested	14	14	12	12	He believed the South was morally superior to the North , and detested the idea that Knoxville would become industrialized along the lines of northern manufacturing centers .
27344323	cross	detests	6	6	4	4	However , she extremely detests the cross of the Viellan church .
27649901	rise	detested	38	38	36	36	However , a few critics reacted violently , both in the daily press aimed at a wide audience ; and in the specialized press , some of whom were active advocates of symbolism , and vehemently detested the rise of the new generation .
27662427	marriage	detested	5	5	3	3	However , he detested this marriage and had it annulled , marrying Cecilia of Foix , daughter of Roger-Bernard II of Foix , in 1256 .
27917626	nutrition	detests	19	19	18	18	However , the show was continually interrupted by the Excess , a junk food heavy metal band that detests nutrition .
28070679	L	detested	5	5	4	4	However , Yuan Shu detested L u Bu because of his untrustworthiness so he refused to accept the latter .
28224927	possibility	detests	8	8	6	6	His father has entered politics and detests the possibility that Werner could cause a scandal that could hurt his career .
28322462	nickname	detested	44	44	42	42	His singing at New York ' s Copacabana led a local disc jockey , Fred Robbins , to give him the nickname `` The Velvet Fog , '' thinking to honor his high tenor and smooth vocal style , but Torm e detested the nickname .
28668906	work	detested	6	6	5	5	He loved eating , but detested work and had not planted or fished all season .
28931206	rival	detested	17	17	16	16	Herbert von Karajan , who in his early years was Furtw a ngler ' s most detested rival , maintained throughout his life that Furtw a ngler was one of the great influences on his music making , even though his cool , objective modern style had little in common with Furtw a ngler ' s white-hot Romanticism .
28977813	violence	detests	23	23	22	22	He is an enormous man -LRB- 6 ' 5 '' according to Immortal in Death -RRB- , possesses Native American heritage , detests violence and is very peaceful .
29061293	AP	detests	11	11	15	15	He is ridiculed by his classmates , with the exception of AP , whom he detests .
29067530	time	detest	6	6	4	4	He is shown to detest his time at Naval College , and to have a difficult relationship with his austere father .
29081036	family	detests	18	18	22	22	He lives in a tree house overlooking the neighborhood , in an attempt to be separated from his family , whom he detests .
29220410	everything	detested	2	2	1	1	Henry detested everything about growing cotton because of the hardships that it brought upon the African Americans working on the plantation .
29555065	fascism	detests	42	42	46	46	He is not a true anarchist ; he seeks only to destroy what he hates , utilizing all his formidable powers to force his way into the castle ' s establishment , becoming eventually Master of Ritual ; the symbol of the fascism that Titus most detests .
29570077	superficiality	detests	11	11	6	6	He is engaged , but he detests the girl ' s superficiality .
29571428	something	detests	14	14	17	17	He is eventually forced to be driver for Oberst Heinrich Baron Von Rheingarten ; something which he detests even more than the paperwork associated with being a policeman .
29921126	school	detest	45	45	43	43	For example , while in the Harry Potter series many of the pupils have a strong attachment to Hogwarts -LRB- the boarding school the series is set in -RRB- and enjoy their time there , both the students and teachers of Larwood House detest the school and their time spent there .
30551643	none	detest	10	10	9	9	For you love all things that exist , and detest none of the things that you have made ; for you would not have made anything if you had hated it .
30577792	culture	detested	4	4	1	1	Francia detested the political culture of the old regime and considered himself a `` revolutionary '' .
31003488	mother	detests	27	27	25	25	Having heard a great deal about Tamaki from his mother , E clair develops a crush on him and Tamaki ' s grandmother , who detests his mother , concocts a scheme to make him E clair ' s husband .
