54602984	attitude	stand	can	6	6	3	3	1	1	She can not stand his laid-back attitude and witticisms , and he considers her an uncaring snob and enjoys arousing her temper .
17091975	inane	stand	can	4	4	3	3	1	1	I can not stand inane and unimaginative personal attacks , give me a well-crafted one anytime !
17291145	thought	stand	can	7	7	5	5	3	3	If anyone really can not stand the thought of reading through another post by Treasury Tag or another editor held in similar regard , then it is they who should forego having a presence here ; it is in these places that we earn our salaries .
14512680	light	stand	can	14	14	12	12	10	10	In episode three he is revealed to have amblyopia and can not stand bright light , in which he cowers and hisses like a vampire .
11331279	use	stand	ca	32	32	30	30	28	28	He responded with a short tirade on Chacor ' s user talk page , asserting that he `` is not breaking the law '' and stating that he ca not stand fair use -LRB- which is what a short blurb at the bottom of his column of userboxes states -RRB- .
27801586	weirdness	stand	can	13	13	10	10	8	8	However , according to Tankerton , reality `` can not stand too much weirdness '' .
63570633	Heat	Stand	Ca	19	19	17	17	15	15	The image I have chosen to upload is the cover of the album If You Ca not Stand the Heat by rock band Status Quo .
43231787	show	stand	ca	7	7	5	5	3	3	Keep - I ca not stand this show , but given that Wikipedia is not paper , and that it ' s certainly a very successful show , and that this level of detail has been found appropriate for other very successful shows that have penetrated the pop culture consciousness -LRB- eg The Simpsons -RRB- , I ' d err in favour of keeping it .
35645747	water	stand	ca	9	9	8	8	6	6	Magno discovers that the Skull Reapers ca not stand water and tells this to Dex .
37729008	criticism	STAND	can	13	13	11	11	9	9	Knowing him well I can tell you that they can not STAND any criticism and will go to great lengths to hide , or personally lash out at anyone who dares criticize this man .
48482785	shock	stand	can	52	52	50	50	48	48	Owing to its size , an army of Moghul horse could , for the moment , meet the attack of a small compact body by a portion only of its total strength , and since as against disciplined cavalry an equal front of an irregular body of troops can never stand the shock of an attack , the Moghuls were bound to give way .
12398652	family	stand	can	29	29	27	27	25	25	Brooks , who called David Mirkin and pitched the idea as traveling to the future and Lisa meeting the perfect guy , who in turn can not stand her family .
64480752	presence	stand	can	15	15	6	6	4	4	Though the two initially can not stand each other and resent each other ' s presence , Murtaugh gains respect for Riggs when Riggs save his life .
17091967	music	stand	can	12	12	3	3	1	1	I can not stand 100 percent behind this TLC project and the music that is supposed to represent me .
70443933	stress	stand	can	12	12	9	9	8	8	We can say that mechanically the lumbar vertebrae can stand a static stress of 800 kp or a dynamic stress during 0 .
69202599	view	stand	can	18	18	16	16	14	14	The problem is that Andelousi has so much affection toward Islam and Muhammad and can not stand no view other than traditional Muslim views .
34680187	idea	stand	ca	10	10	8	8	6	6	I say keep , though I ca not stand the idea of another insufferable reality show , marking the effect of the writer ' s strike .
10446840	comparison	stand	can	44	44	42	42	41	41	He was commissioned to decorate the cupola of the chapel of Saint Dominic in the Basilica of San Domenico in Bologna , between 1613 and 1615 , resulting in the radiant fresco St Dominic ' s Glory , a masterpiece that can stand the comparison with the exquisite Arca di San Domenico below .
41519275	cake	stand	can	7	7	6	6	4	4	Mrs Jones , I can not stand cake .
41841912	song	stand	can	24	24	22	22	20	20	Mis-Shapes '' , from Different Class , is the only hit single not included here , apparently because the band can not stand the song .
37809067	production	stand	can	22	22	13	13	11	11	Kusters writes and edits the party newspaper Wij Europa but Glimmerveen can not stand either its ideological course or its ' shoddy production ' .
11955213	pain	stand	ca	10	10	8	8	6	6	But then he cries because he ca not stand the pain of killing a man .
57363163	Signifying	Stand	Ca	26	26	24	24	22	22	Some of his recordings of the 1960s such as `` It ' s A Mess I Tell You '' and `` I Ca not Stand No Signifying , '' portended the emerging soul-blues style of the 1970s .
37877362	formality	stand	ca	32	32	29	29	27	27	Karl has been raised most of his life for the military , but when it comes time for him to marry , the princess picked for him ca not stand his stiff formality .
5076497	Pain	Stand	Ca	22	22	20	20	18	18	Dan Baird , except `` Red Light , '' which he co-wrote with Neill Bogan , and `` Ca not Stand the Pain , '' written by lead guitarist Rick Richards , who also takes lead vocal on the tune .
15035002	way	stand	can	14	14	12	12	10	10	In the parking lot , George tells his wife he can not stand the way she constantly humiliates him , and she tauntingly accuses him of having married her for just that reason .
11967951	harassment	stand	ca	10	10	4	4	2	2	But I ca not stand the constant -LRB- basically -RRB- harassment , nit picking , and having my every move questioned by this one editor !
28765041	heat	stand	ca	19	19	17	17	15	15	He popularized such phrases as `` The buck stops here '' and `` If you ca not stand the heat , you better get out of the kitchen .
842668	Rain	Stand	Ca	25	25	23	23	21	21	In 1997 , Missy Elliott recorded `` The Rain -LRB- Supa Dupa Fly -RRB- '' , an interpolation of `` I Ca not Stand the Rain '' , as the first single from her debut album , Supa Dupa Fly .
36461230	place	stand	can	10	10	8	8	6	6	His young wife , Angela , can not stand the place and wants to move to Nice , but the doctor does not want to leave before finding a replacement .
17057728	Myself	Stand	Ca	4	4	3	3	1	1	I Ca not Stand Myself -LRB- When You Touch Me -RRB- '' was included on the 1968 album I Ca not Stand Myself When You Touch Me , where it was labeled `` Pt .
45538667	test	stand	can	32	32	30	30	29	29	Music journalist Bert Strolenberg wrote about Sea of Glass in 2007 , `` This classic space music recording by Nashville-based synthesist Giles Reaves is one of those milestones that can stand the test of time for decades , as it still sounds fresh and inspiring after all these years .
29339749	competition	stand	can	34	34	33	33	31	31	He is appreciated by his patients , and is being hassled by Old Br e z e , the owner of a nearby medical clinic , who is losing clients and can not stand competition .
2619622	touchin	stand	can	11	11	10	10	9	9	And we ' re so by God stubborn we can stand touchin ' noses for a week at a time , and never see eye to eye .
17074458	anything	stand	can	3	3	2	2	1	1	I can stand anything except pain '' .
12507339	way	stand	can	16	16	5	5	3	3	Bucky Berkshire actually can not stand Hamilton ' s antics , or his sexual but successful way of motivating the cheerleaders .
35913385	smell	stand	ca	23	23	21	21	19	19	He worked at a meat-packing plant and smelled of meat while molesting her ; to this day , she ca not stand the smell of meat and refuses to eat it .
