45417493	discussion	like	would	12	12	10	10	9	9	My first time having to do this but I would like a discussion on the uncivil behavior of Editor Niteshift36 .															
17892084	information	like	would	7	7	4	4	3	3	If possible I would like the user information for Avatera as his statement is false and I plan to pursue a defamation suit .															
16990799	admin	like	would	13	13	11	11	10	10	I am not familiar with the case , so I would like another admin , who is familiar with it to have a look .															
45678407	hand	like	would	12	12	9	9	8	8	Please take your time , and if you would like a helping hand with these chores please let me know , though I will be a bit busy during the next 48 hours .															
77344929	help	like	would	5	5	3	3	2	2	WikiProject Spam would like your help in discovering who these guys are on Wikipedia and what they want to spam .															
45458982	reading	like	would	16	16	14	14	13	13	My editing has been focused on putting right the inaccuracies , as I would like anyone reading this article to receive the right facts and overall representation of this novel .															
11446849	sanction	like	would	11	11	8	8	7	7	As far as Hipocrtie goes , I would like a reciprocal sanction , with Hipocrite staying away from me permanently .															
34619421	sort	like	would	5	5	3	3	2	2	I really would like some sort of RS check for this as it seems to be completely biased and seems to hold POV pro-Chile .															
2054164	apology	like	would	5	5	3	3	2	2	And I would like an apology .															
64859103	help	like	would	5	5	4	4	3	3	Thus , I would like help in copy-editing the entire article .															
45750800	request	like	would	16	16	14	14	13	13	Previous to the show , they stand at reception asking visitors if they would like a request on the show .															
44411711	feedback	like	would	23	23	21	21	20	20	I ' ve listed this article for peer review because I ' m thinking of taking it to FA and would like some feedback .															
3195010	summary	like	would	7	7	5	5	4	4	I second Adam and would like a summary of your argumetn as I ' m a little unsure what your arguing .															
44716345	feedback	like	would	4	4	2	2	1	1	I would like some feedback on the list .															
44716336	feedback	like	would	4	4	2	2	1	1	I would like some feedback on the article mentioned above .															
39550529	task	like	would	8	8	6	6	5	5	Maybe someone else on Wikipedia would like the task .															
44714738	investigation	like	would	8	8	2	2	1	1	I would like checkuser used and any other investigation that could even partially clear my name .															
44714745	clarification	like	would	3	3	2	2	1	1	I would like clarification of that before going to CfD .															
13491122	feedback	like	would	13	13	12	12	11	11	I intend to nominate it for FA in due course and would like feedback .															
44417994	advice	like	would	29	29	28	28	27	27	I ' ve been searching on google for guides and have come across some good ones , but before I potentially mess up my computer , I would like advice from fellow Wikipedians .															
69213275	character	like	would	41	41	39	39	38	38	The problem was there were two other producers , there was a studio and there was Tim Robbins and they were all contributing , and Tim Robbins was being difficult because he said in the ' 90s nobody would like a character who has a woman fall in love with him because of a lie .															
13138814	input	like	would	37	37	17	17	16	16	I ' m a female editor that ' s been here since last October , and would like a review to check up on how I ' ve improved since my recent RfA , as well some input on how I can further improve so I may do better next time around .															
17999868	opinion	like	would	13	13	10	10	9	9	I believe a block is in order , but would like a second opinion .															
44714615	solution	like	would	4	4	2	2	1	1	I would like a solution that satisfies both the GFDL and the W3C accessibility guidelines .															
44413402	review	like	would	17	17	12	12	11	11	I ' ve listed this article for peer review because I would like a thorough and detailed review on how to vastly improve this article to able to have at least a GA article status .															
44714331	summary	like	would	7	7	2	2	1	1	I would like a nicer more descriptive summary when I click on the revert button .															
44714549	review	like	would	4	4	2	2	1	1	I would like a review of this article before I proceed with GA first , and then FA .															
8123357	someone	like	would	9	9	8	8	7	7	All in all , I guess I would like someone ' s input as to whether I may be `` ready for the big time , '' haha .															
44701713	answer	like	would	5	5	3	3	1	1	I would still like an answer to question 6 , I am really wondering what he wants to use the admin tools for .															
44488192	creation	like	would	5	5	3	3	1	1	I would also like the creation of a bot to deal with this .															
75107553	job	like	would	5	5	3	3	2	2	Yes I would like a job at the Internet , please .															
23791833	expansion	like	would	17	17	15	15	14	14	Even the W3C stuff , which I am generally familiar with anyway , I would like some expansion on his specific his involvement there .															
12731285	help	like	would	11	11	9	9	8	8	If you are interested in that , and would like some help , let me know .															
65481159	access	like	would	22	22	20	20	19	19	They are attractive to customers who make only occasional use of a vehicle , as well as others who would like occasional access to a vehicle of a different type than they use day-to-day .															
44410344	feedback	like	would	19	19	18	18	17	17	I ' ve listed this article for peer review because , after a recent expansion , I would like feedback on anything editors like , dislike , feel should be changed , etc .															
44716486	help	like	would	5	5	2	2	1	1	I would like some more help with learning to edit and vandel patrols .															
44488048	apology	like	would	5	5	3	3	1	1	I would also like an apology for the insults below .															
70818200	frame	like	would	7	7	4	4	3	3	Weak because I would like a wider frame on the right .
