28060005	ship	up	give	23	23	21	21	20	20	Hoste was furious at the behaviour of Flore ' s officers and sent a note into Lesina demanding that they give up the ship as indicated by its earlier surrender .
29124601	career	up	gave	5	5	2	2	1	1	Helen gave up her painting career in order to tend to their family .
30812874	hope	up	gave	10	10	7	7	6	6	He attended Felsted School , and gave up his early hope of becoming a diplomat to enter his father ' s firm of solicitors , after taking an LLB at the University of London .
31259567	practice	up	gave	5	5	2	2	1	1	He gave up his legal practice entirely and failed to make enough income from farming to pay rents to his landlord , Lord Northwick .
31259711	hit	up	gave	5	5	2	2	1	1	He gave up only one hit in two innings .
31450979	comedy	up	give	7	7	6	6	5	5	Harold Zoid tells him to give up comedy , because he would be perfect for drama , leading him to tell him that he needs Zoidberg to finance a drama to the tune of a million dollars .
33082348	weed	up	Giving	12	12	10	10	9	9	J-Rock was the protagonist of a 4od documentary entitle Giving up the weed .
34127430	show	up	gave	19	19	15	15	14	14	It is presented by the channel ' s political editor , Adam Boulton who gave up his Sunday morning show to take on the weekday commitment , and Sarah Hewson , Sky ' s former Royal correspondent .
34322308	life	up	gave	8	8	6	6	5	5	It is believed he gallantly gave up his life in the service of his country .
35835628	army	up	give	10	10	7	7	6	6	Li Maozhen did not want to give up the Fengxiang army ' s hold on the yeast monopoly , and went to Chang'an to try to dissuade Emperor Zhaozong from implementing Cui ' s proposal .
36741619	chaplaincy	up	giving	23	23	21	21	20	20	His income was very low , and he often suffered from want so badly that he at one time considered giving up the chaplaincy in favour of a position as a teacher and letting his wife contribute to the household by letting her serve as a chambermaid .
37019547	character	up	giving	20	20	18	18	17	17	He was the man who made the Danish revues a political weapon of the left wing without giving up its character of entertainment -LRB- the so-called PH-revues 1929-32 -RRB- .
37193594	hope	up	gave	4	4	3	3	2	2	Kind of gave up hope after that , but am considering a go .
38240705	modeling	up	gave	6	6	2	2	1	1	McKenna gave up topless and nude modeling in 1990 , at the age of 21 , after becoming a born-again Christian .
39910923	chair	up	give	10	10	7	7	6	6	Marshall , however , refused to give up his interim chair and `` panel members had to wrestle the gavel away from Marshall '' .
40318243	heart	up	gives	6	6	3	3	2	2	Marcus later gives up his own heart to save John ' s life .
40562827	lead	up	gave	4	4	2	2	1	1	Mears gave up the lead to Mario Andretti on lap 12 .
40878118	seat	up	gave	4	4	2	2	1	1	Miller gave up the seat to run as Barry Goldwater ' s running mate .
43087122	average	up	gave	11	11	9	9	8	8	The Aggie defense Olsen anchored as a senior gave up an average of 50 .
44004147	attempt	up	gave	35	35	33	33	32	32	Sir Thomas Fairfax with a picked body of cavalry rode through Newcastle ' s lines into the West Riding to help them , and about the end of January 1643 , Newcastle gave up the attempt to reduce the towns .
46559951	life	up	give	13	13	11	11	10	10	Ping Mulan is a young girl who is willing to give up her life to save her father .
47200680	Tower	up	give	16	16	14	14	13	13	Raymond had refused any title at all , and Godfrey convinced him to give up the Tower of David as well .
47568797	show	up	gave	8	8	5	5	4	4	Radio 1 mid-morningsMayo officially gave up the breakfast show in 1993 , though he had been on an extended period of paternity leave when the announcement was made .
48508744	atom	up	gives	10	10	8	8	7	7	Ozone is an unstable molecule which readily gives up one atom of oxygen providing a powerful oxidizing agent which is toxic to most waterborne organisms .
49364192	violence	up	given	43	43	42	42	41	41	Observers urged caution , pointing out that ETA had broken permanent ceasefires in the past , whereas Prime Minister Jos e Luis Rodr i guez Zapatero -LRB- who left office in December 2011 -RRB- demanded that ETA declare that it had given up violence for once and for all .
51044561	award	up	give	10	10	8	8	7	7	Nevertheless , Zoe cracks and agrees to give up and award the case to Max .
51473284	bit	up	gave	8	8	6	6	5	5	Oppose Considering the way he gave up the bit , I think it will take some time before he has the trust and support of the community in such measures to regain the mop , if ever .
52777172	hope	up	gave	11	11	10	10	9	9	Sensing a losing effort , most of his countrymen gave up hope of continuing the Gwynedd regime .
53339870	writing	up	gave	11	11	9	9	8	8	Santa Cruz , California , Bandler and Grinder gave up academic writing and produced popular books from seminar transcripts , such as Frogs into Princes , which sold more than 270 , 000 copies .
53684188	horseback	up	gave	12	12	11	11	10	10	R o hm was long an avid equestrian , but gave up horseback riding after a 2005 accident that she spoke about in a 2011 episode of the Biography Channel series Celebrity Close Calls .
54201166	career	up	gave	5	5	2	2	1	1	She gave up creative music career altogether at the age of 13 , creative writing altogether at the age of 25 and she also gave up creative painting altogether before the age of 27 .
54203282	life	up	gives	4	4	2	2	1	1	She gives up her life to save him , cutting out her heart to replace his , which the White Witch covered in lead .
54747439	seat	up	give	25	25	23	23	22	22	She is notable for having been arrested in October 1955 at the age of 18 in Montgomery , Alabama for refusing to give up her seat on the segregated bus system .
54802750	dream	up	give	22	22	20	20	19	19	She is surprised when her parents do not take her desire of professional dancing seriously , but does not give up her dream .
55488759	attack	up	gave	7	7	5	5	4	4	The Taiping troops eventually gave up the attack .
56945191	sovereignty	up	gave	19	19	17	17	16	16	Some T u hoe people say they have never signed the Treaty of Waitangi and never gave up their sovereignty .
57530584	idea	up	gave	16	16	14	14	13	13	The collection received so much praise , especially in Edinburgh , that Robert gave up the idea of emigration and went to Edinburgh instead to publish a second edition of his works .
59721593	fort	up	give	11	11	9	9	8	8	The Maharaja of Gwalior was not willing to give up his fort without a fight as he was a nominal ally of the British , but after negotiations , his troops capitulated and the rebels took possession of the fort .
64536811	hope	up	given	4	4	3	3	2	2	Timmins had given up hope of pursuing a career in top flight football and was playing for non-league Jack Moulds Athletic in Birmingham when Coventry manager Harry Storer turned up unannounced at the Timmins family home and persuaded him to sign for Coventry City .
65209071	water	up	give	5	5	2	2	1	1	To give up food and water or only food continuously for nine days .
66890885	horse	up	give	16	16	14	14	13	13	Then suddenly , in my middle life , I had to retool and give up my horse for a car .
67361609	resistance	up	given	10	10	8	8	7	7	The Mura are described as having never given up their resistance , but that it is simply now expressed by maintaining the language barrier between them and ' whites ' '' .
67498024	occupation	up	given	11	11	8	8	7	7	The majority of the Nadar climbers have given up their traditional occupation and today they are widely into education , business and other important fields .
67931222	hill	up	gave	15	15	13	13	12	12	The Nationalists , mistaking the returning Republicans for their own soldiers , gave up the hill to them without a fight before realizing their error and resuming the struggle .
69294622	drug	up	give	9	9	8	8	7	7	Therefore , his only action was to give up drug use a little bit earlier prior to the anticipated tests .
71046758	form	up	give	42	42	40	40	39	39	When a person progresses to level of consciousness twenty one , he then has the choice of going higher or staying within the realm of human form , but he can not go higher unless he is willing to give up human form .
71238133	position	up	give	15	15	13	13	12	12	Van den Herik stayed at the team and did not want to give up his position , unless the growing pressure , the underperforming of the team and several other problems that had not been solved yet .
74876347	command	up	given	25	25	23	23	22	22	This was a significant change because it was the first recorded instance in the history of the dynasty that the king had given up the command of the army .
75808114	crown	up	gave	7	7	5	5	4	4	With that , he gave up the crown as king of the Inhumans .
76252917	ghost	up	given	45	45	43	43	42	42	When I die I will die , I wo not pass away or be with us no longer or have passed over or be with my maker or rest in peace or shuffled off my mortal coil or be worm food or given up the ghost or made a final contribution to nature or even be deceased .
76589246	spot	up	giving	15	15	11	11	10	10	When Snow ' s child is born , instead of giving up Pinocchio ' s spot to her , Geppetto sends his son and tells him to protect the child and get them to believe in magic after the curse is broken .
76597220	stage	up	gave	5	5	3	3	2	2	When she gave up the stage , one of the main reasons was that her husband wanted to become an MP , and her profession was not really respectable enough for such a milieu .
76613476	power	up	given	25	25	23	23	22	22	When Rodimus is dying from wounds he received battling Cyclonus , Tigatron is unable to save the former Autobot leader , having given up the power of the Vok to save the Predacon Fractyl .
77724000	will	up	give	28	28	26	26	25	25	You can also find examples where a parent must fight to save their children , even when burnt or half drowned , other people would give up the will to live and pass , but many fight on and with good reason .
